reduced_formula,official_alexandria_formula_prefilter_candidates
Dy(Fe5Mo)2,1
Dy(Fe5Re)2,1
Dy(Fe5Si)2,2
Dy(FeB)2,2
Dy(FeGe)2,3
Dy(FeSi)2,2
Dy(GaCo)6,1
Dy(GaFe)6,3
Dy(GePd)2,2
Dy(GePt)2,3
Dy(GeRh)2,1
Dy(GeRu)2,1
Dy(HO)3,2
Dy(InCu)6,1
Dy(InPt)4,1
Dy(MnAl)6,1
Dy(MnAl2)4,1
Dy(MnGe)2,1
Dy(MnGe)6,4
Dy(MnSi)2,1
Dy(MnSn)6,5
Dy(Mo3S4)2,1
Dy(Mo3Se4)2,1
Dy(Ni2As)2,1
Dy(Ni2B)6,2
Dy(Ni2P)2,1
Dy(NiB)2,4
Dy(NiGe)2,3
Dy(NiP)2,3
Dy(NiSb)2,2
Dy(PPd)2,1
Dy(PPt4)2,2
Dy(PRu)2,1
Dy(SiAg)2,1
Dy(SiAu)2,1
Dy(SiIr)2,3
Dy(SiNi)2,3
Dy(SiOs)2,2
Dy(SiPd)2,2
Dy(SiPt)2,4
Dy(SiRh)2,1
Dy(SiRu)2,2
Dy(TiGa2)2,1
Dy(VCo5)2,1
Dy(VFe5)2,1
Dy(ZnP)3,1
Dy12Co5Bi,1
Dy12Co5Sn,1
Dy12Ni6Pb,1
Dy2(B2Rh3)3,1
Dy2(InSn)3,1
Dy2(NiB2)3,1
Dy2AgAu,4
Dy2AgIr,6
Dy2AgOs,3
Dy2AgRu,4
Dy2Al,8
Dy2Al3Co,2
Dy2Al3Cu,5
Dy2Al3Fe,2
Dy2Al3Fe14,1
Dy2Al3Ge4,1
Dy2Al3Si2,2
Dy2Al5Fe12,2
Dy2Al6Si4Au,1
Dy2Al6Si4Pt,1
Dy2AlCo2,3
Dy2AlCo3,2
Dy2AlGe2,4
Dy2AlNi2,3
Dy2AlZn,5
Dy2Au,3
Dy2B4C,1
Dy2BiO2,1
Dy2C,9
Dy2C(NO)2,1
Dy2C3,1
Dy2CO5,2
Dy2CdCu2,2
Dy2CdGe2,1
Dy2CdIn,3
Dy2CdPd2,2
Dy2CdS4,2
Dy2CdSe4,1
Dy2CdTe4,2
Dy2Co17,2
Dy2Co2I,2
Dy2Co3Ge5,2
Dy2Co3Si5,1
Dy2Co7,2
Dy2CoGe2,2
Dy2CoGe6,1
Dy2CoSi2,2
Dy2Cr2C3,2
Dy2CrGe4,1
Dy2Cu(GeO3)4,1
Dy2Cu(SiO3)4,1
Dy2CuAg3,2
Dy2CuGe6,1
Dy2CuIr,5
Dy2CuO4,2
Dy2CuOs,3
Dy2CuPt,6
Dy2CuRh,5
Dy2CuRu,3
Dy2Fe15Co2C,1
Dy2Fe17,2
Dy2Fe17C,1
Dy2Fe2Si2C,1
Dy2Fe3Ni,2
Dy2FeC4,1
Dy2FeCo3,3
Dy2FeGe4,1
Dy2FeSi2,2
Dy2Ga3Co,3
Dy2Ga3Cu,5
Dy2Ga3Ni,4
Dy2Ga5Cu12,1
Dy2Ga8Co,1
Dy2Ga8Fe,1
Dy2GaAg,4
Dy2GaCo2,3
Dy2GaCu3,4
Dy2GaNi2,4
Dy2Ge2O7,8
Dy2Ge2Ru,1
Dy2Ge5Ir3,2
Dy2Ge5Rh3,2
Dy2Ge5Ru3,2
Dy2Ge6Pd,2
Dy2Ge6Pt,1
Dy2In,6
Dy2In3Cu,3
Dy2In8Co,1
Dy2InAg,5
Dy2InAu2,1
Dy2InGe2,3
Dy2InHg,4
Dy2InNi2,2
Dy2InPd2,4
Dy2IrAu,6
Dy2IrPd,3
Dy2IrRh,3
Dy2IrRu,5
Dy2Mg,6
Dy2MgAl,4
Dy2MgCd,3
Dy2MgCu2,2
Dy2MgGa,4
Dy2MgGe2,1
Dy2MgIn,3
Dy2MgNi2,3
Dy2MgPd2,2
Dy2MgS4,7
Dy2MgSe4,6
Dy2MgSi2,2
Dy2MgTiO6,3
Dy2MgTl,4
Dy2MnGe4,1
Dy2Mo2C3,2
Dy2Ni2Sn,3
Dy2Ni7,2
Dy2NiAs2,1
Dy2NiIr,4
Dy2NiRu,4
Dy2NiRuO6,2
Dy2NiSn6,1
Dy2O3,9
Dy2OsC2,1
Dy2OsPd,4
Dy2PbS4,3
Dy2Pd2Pb,2
Dy2PdPt,6
Dy2PdRh,4
Dy2PdRu,3
Dy2Pt,4
Dy2Re2Si2C,1
Dy2ReC2,2
Dy2RuRh,4
Dy2S2O,3
Dy2S3,13
Dy2SO2,4
Dy2SbO2,2
Dy2Se3,7
Dy2SeO2,9
Dy2Si3,3
Dy2Si4Mo3,1
Dy2Si5Ni3,1
Dy2Si5Rh3,1
Dy2Sn5,4
Dy2Sn5Rh3,1
Dy2SnAu2,4
Dy2SnS5,2
Dy2Te3,7
Dy2Te5,1
Dy2TeO2,2
Dy2TeO6,4
Dy2Tl,4
Dy2TlAg,4
Dy2TlCd,5
Dy2TlHg,7
Dy2TlIn,6
Dy2TlZn,4
Dy2V2O7,3
Dy2Zn17,2
Dy2ZnAg,3
Dy2ZnCuSi2,2
Dy2ZnGa,4
Dy2ZnHg,3
Dy2ZnIn,5
Dy2ZnIr,6
Dy2ZnOs,4
Dy2ZnPt,6
Dy2ZnRh,6
Dy2ZnRu,7
Dy3(AgSn)4,1
Dy3(Al2Fe)2,1
Dy3(CoGe2)2,2
Dy3(CuGe)4,2
Dy3(CuSi)4,2
Dy3(CuSn)4,2
Dy3(Ga2Cu)2,2
Dy3(In2Co)2,2
Dy3Al,7
Dy3Al2,3
Dy3AlC,1
Dy3AlN,1
Dy3Co,6
Dy3Co11B4,1
Dy3Co2Si3,1
Dy3Co6Sn5,1
Dy3Cu3Sb4,1
Dy3Er,31
Dy3Fe2Si3,1
Dy3Fe2Si7,1
Dy3Ga,6
Dy3Ga8Ag3,1
Dy3Ga8Ir3,1
Dy3Ga8Rh3,2
Dy3Ga9Pd2,1
Dy3Ga9Pt2,1
Dy3GaO6,1
Dy3GaS6,1
Dy3Ge3Ru2,2
Dy3Ge4,1
Dy3Ge5,3
Dy3Hg,5
Dy3Ho,34
Dy3In,7
Dy3In5,3
Dy3InC,1
Dy3InN,2
Dy3Ir,7
Dy3Lu,9
Dy3Mg,7
Dy3Mg2CrS8,1
Dy3Mg2MnS8,1
Dy3Mg2TiS8,1
Dy3Mg2VS8,1
Dy3Ni13B2,1
Dy3Ni2,5
Dy3NiPd2,3
Dy3Os,8
Dy3PbC,1
Dy3Pd2,3
Dy3Pd4,1
Dy3Pt,7
Dy3Pt4,3
Dy3Rh,8
Dy3Ru,7
Dy3Ru2,4
Dy3S4,7
Dy3SOF5,1
Dy3Sb4Au3,1
Dy3SbO3,2
Dy3Sc2S7,2
Dy3Se4,6
Dy3SnC,3
Dy3Tl5,4
Dy3Tm,34
Dy3Y,32
Dy3Zn11,1
Dy3Zr,5
Dy4Al3Fe5,1
Dy4C5,1
Dy4CdS7,1
Dy4CdSe7,1
Dy4CoSn8,1
Dy4CrGa12,1
Dy4CrGe8,1
Dy4CrS7,1
Dy4CrSe7,1
Dy4Cu5P7,1
Dy4FeSn8,1
Dy4Ga12Fe,1
Dy4Ga12Ni,1
Dy4Ga12Pd,1
Dy4Ga12Pt,2
Dy4Ge6Ir7,1
Dy4Ge6Rh7,1
Dy4In(NiGe2)2,1
Dy4Mg3Co2,1
Dy4MgS7,1
Dy4MnS7,1
Dy4MnSe7,1
Dy4NiSn8,1
Dy4Sb3,2
Dy4Te7,1
Dy5(CoB3)2,1
Dy5(GeSb)2,1
Dy5(MoO6)2,1
Dy5(ReO6)2,1
Dy5(SiSb)2,1
Dy5AgS8,2
Dy5BiAu2,2
Dy5BiPd2,1
Dy5BiPt2,1
Dy5Co2Bi,1
Dy5CuPb3,1
Dy5Ga3,4
Dy5Ge3,1
Dy5Ge3C,1
Dy5In3,4
Dy5Ir2,1
Dy5Ir3,3
Dy5Mg,6
Dy5Ni2Bi,1
Dy5Ni2Sb,1
Dy5NiPb3,1
Dy5Pb3,1
Dy5Pt3,3
Dy5Rh3,2
Dy5Ru2,2
Dy5S7,1
Dy5Sb3,1
Dy5SbAu2,2
Dy5SbPd2,1
Dy5SbPt2,1
Dy5Si3,2
Dy5Si3C,1
Dy5Sn11,1
Dy5Sn13,1
Dy5Sn3,3
Dy5Tl3,3
Dy6Co2Sn,1
Dy6CoTe2,1
Dy6FeBi2,2
Dy6FeSb2,1
Dy6FeTe2,1
Dy6GaCo2,1
Dy6GaNi2,1
Dy6InCo2,1
Dy6MnBi2,1
Dy6Ni2Sn,1
Dy7(TeIr)2,1
Dy7(TePd)2,1
Dy7(TePt)2,1
Dy7Rh3,1
DyAg,5
DyAg2,5
DyAg3,6
DyAgGe,9
DyAgHg2,5
DyAgPb,9
DyAgSb2,3
DyAgSe2,11
DyAgSn,13
DyAgSn2,4
DyAgTe2,8
DyAl,5
DyAl2,8
DyAl2Ni,4
DyAl3,11
DyAl3(BO3)4,2
DyAl3Ni2,4
DyAl4Ni,3
DyAl7Fe5,1
DyAlAg2,4
DyAlAu,12
DyAlCo,8
DyAlCo4,3
DyAlCu,8
DyAlCu4,4
DyAlFe,9
DyAlGa,11
DyAlGe,7
DyAlNi,9
DyAlNi4,4
DyAlO3,7
DyAlPd,7
DyAlPt,4
DyAlSi,7
DyAlZn,15
DyAs,4
DyAsO4,4
DyAsPd,10
DyAsPt,7
DyAsS,5
DyAsSe,4
DyAu,6
DyAu2,6
DyAu3,8
DyB12,1
DyB2,3
DyB2Ir3,2
DyB2Os,3
DyB2Rh2C,1
DyB2Rh3,1
DyB2Ru,2
DyB2Ru3,2
DyB3Mo,2
DyB4,2
DyB4(IrRh)2,1
DyB6,2
DyBO3,10
DyBRh3,1
DyBeCu4,2
DyBi,4
DyBi2BrO4,1
DyBi2ClO4,1
DyBi2IO4,1
DyBiPd,5
DyBiPt,4
DyBiRh,6
DyBr3,10
DyC2,2
DyCd,2
DyCd2,5
DyCd3,6
DyCdAg2,4
DyCdAu,8
DyCdAu2,5
DyCdCu,10
DyCdGa,6
DyCdHg2,5
DyCdIn,11
DyCdNi4,1
DyCdPd2,5
DyCdPt2,4
DyCdRh2,4
DyCl3,9
DyClO,6
DyCo2,6
DyCo3,3
DyCo3B2,3
DyCo4B,2
DyCoC,5
DyCoC2,5
DyCoGe,9
DyCoNi,4
DyCoSi,7
DyCoSi2,4
DyCoSi2Rh,1
DyCoSn,9
DyCoSn2,4
DyCr2Si2C,1
DyCrO3,4
DyCrO4,1
DyCrSb3,1
DyCrSe3,2
DyCrTeO6,3
DyCu,4
DyCu(WO4)2,1
DyCu2,4
DyCu4Ag,1
DyCu4Pd,3
DyCu5,4
DyCuAs2,2
DyCuGe,8
DyCuPb,7
DyCuPbS3,3
DyCuS2,8
DyCuSb2,1
DyCuSe2,8
DyCuSeO,1
DyCuSi,9
DyCuSn,8
DyCuTe2,6
DyEr,25
DyEr3,21
DyErAg2,5
DyErAl2,5
DyErAl4,4
DyErC4,1
DyErCd2,3
DyErCu2,6
DyErRh2,4
DyErRu2,3
DyErTe2,9
DyErTl2,6
DyErZn2,4
DyF3,15
DyFe2,9
DyFe2Co2B,1
DyFe2SiC,1
DyFe3,3
DyFe3(BO3)4,4
DyFe4(CuO4)3,1
DyFe5,3
DyFe6(Sn2Ge)2,1
DyFeC2,4
DyFeGe2,3
DyFeNi,3
DyFeNi4,4
DyFeO3,4
DyFeSi,9
DyGa,7
DyGa2,9
DyGa2Co3,3
DyGa2Cu3,5
DyGa2Ni,7
DyGa2Ni3,6
DyGa2Pd,6
DyGa3,11
DyGa3(BO3)4,3
DyGa3Cu,3
DyGa3Ni2,4
DyGa3Ru,2
DyGa4Ni,2
DyGa5Co,1
DyGa6,2
DyGaAg,10
DyGaCo,7
DyGaCo4,4
DyGaCu,9
DyGaFeCo3,1
DyGaNi,8
DyGaO3,7
DyGaPd,10
DyGaPd2,6
DyGaPt,7
DyGaRh2,5
DyGe,6
DyGe2Ir,5
DyGe2Pd,4
DyGe2Pt,3
DyGe3,4
DyGeAu,8
DyGeIr,6
DyGePd,12
DyGePd2,6
DyGePt,9
DyGeRh,11
DyGeRu,10
DyH2,6
DyHO2,7
DyHSe,7
DyHfF7,2
DyHg,3
DyHg2,5
DyHg3,6
DyHo,30
DyHo3,32
DyHoAl4,4
DyHoC4,1
DyHoHg2,6
DyHoIn2,7
DyHoIr2,4
DyHoMg2,3
DyHoRu2,3
DyHoTl2,7
DyHoZn2,4
DyI3,13
DyIn,7
DyIn2Ni,4
DyIn3,7
DyIn5Co,1
DyIn5Rh,1
DyIn7Cu5,1
DyInAg2,4
DyInAu,7
DyInAu2,5
DyInCo2,4
DyInCo4,1
DyInCu,8
DyInCu2,4
DyInCu4,1
DyInIr,8
DyInNi,8
DyInO3,6
DyInPd2,5
DyInPt,7
DyInPt2,8
DyInPt4,1
DyInRh,8
DyInRh2,8
DyIr2,4
DyLu3,8
DyLuAg2,3
DyLuCd2,3
DyLuCu2,4
DyLuHg2,3
DyLuIn2,4
DyLuIr2,3
DyLuMg2,3
DyLuO3,2
DyLuRh2,4
DyLuRu2,3
DyLuTl2,4
DyLuZn2,3
DyMg,2
DyMg2,8
DyMg2Cr3S8,1
DyMg2Mn3S8,1
DyMg2Sc,4
DyMg2Ti3S8,1
DyMg3,7
DyMg5,4
DyMgAg,6
DyMgAg2,3
DyMgAu,7
DyMgAu2,4
DyMgCd2,3
DyMgCrS4,1
DyMgGa,6
DyMgHg2,3
DyMgIn,7
DyMgMnS4,1
DyMgPd,10
DyMgRh2,3
DyMgSn,11
DyMgTiS4,1
DyMgTl,8
DyMgTl2,6
DyMgZn2,4
DyMn12,1
DyMn2(Cr2Ge3)2,1
DyMn2O4,3
DyMn2SiGe,1
DyMn4(CrGe3)2,1
DyMn4(CuO4)3,1
DyMn6(Sn2Ge)2,1
DyMn6GaGe5,2
DyMnAl,6
DyMnFe,3
DyMnGe,6
DyMnSi,3
DyMoC2,3
DyMoClO4,3
DyN,3
DyNbO4,7
DyNbRu2,4
DyNi,9
DyNi2,6
DyNi2B2C,1
DyNi3,6
DyNi4Au,1
DyNi4B,2
DyNi4Sn,2
DyNi5,4
DyNiAs,5
DyNiBi,3
DyNiC2,1
DyNiGe,9
DyNiGe2,4
DyNiGe3,2
DyNiO3,3
DyNiP,7
DyNiSb,6
DyNiSb2,2
DyNiSn,10
DyNiSn4,1
DyOF,12
DyOs2,4
DyP,4
DyP5,1
DyPO4,4
DyPPd,9
DyPPt,6
DyPRu2C,1
DyPb3,7
DyPbAu,5
DyPd,7
DyPd2Pb,4
DyPd3,7
DyPdPb,7
DyPt,7
DyPt2,7
DyPt3,5
DyRe2,4
DyRe2SiC,1
DyRh,6
DyRh2,5
DyRh2Pb,3
DyRh3C,1
DyRh5,3
DyRhO3,4
DyRu2,4
DyRu3C,1
DyS,7
DyS2,10
DySBr,6
DySCl,8
DySI,4
DySb,4
DySbIr,5
DySbPd,6
DySbPt,6
DySbRh,7
DySbRh2,4
DySbTe3,2
DyScO3,6
DyScRu2,4
DyScS3,5
DyScSb,6
DyScZn2,3
DySe,8
DySe2,5
DySi,4
DySi2,6
DySi2Ni,2
DySi2Rh3,5
DySi3Ir,2
DySiAg,8
DySiIr,5
DySiNi,11
DySiNi4,2
DySiPd2,6
DySiPt,8
DySiPt2,6
DySiRh,8
DySiRu,6
DySiRu2C,1
DySn2,7
DySn3,6
DySnAu,6
DySnAu2,4
DySnGe,3
DySnPd,9
DySnPt,8
DySnRh,9
DySnRh2,5
DySnRu2,4
DyTaO4,7
DyTaRu2,3
DyTe,8
DyTe2,6
DyTe3,6
DyTeAs,4
DyTiClO3,1
DyTiCo11,1
DyTiFe11,1
DyTiFe11C,1
DyTiFe5Co6,1
DyTiGe,3
DyTiO3,4
DyTiSi,3
DyTl,4
DyTl(PSe3)2,1
DyTl3,6
DyTlO2,2
DyTlPd,7
DyTlRh2,4
DyTlS2,4
DyTlSe2,4
DyTlTe2,6
DyTlZn,8
DyTm3,28
DyTmAg2,6
DyTmCd2,3
DyTmCu2,5
DyTmHg2,7
DyTmIn2,7
DyTmIr2,4
DyTmMg2,3
DyTmO3,5
DyTmRh2,5
DyTmRu2,3
DyV2(FeCo)5,1
DyVO3,4
DyVO4,4
DyVSb3,1
DyWC2,4
DyWO4,4
DyY(FeO3)2,1
DyY3,37
DyYAg2,4
DyYAl2,4
DyYC4,1
DyYCd2,4
DyYCu2,5
DyYFe4,1
DyYHg2,6
DyYIn2,7
DyYIr2,3
DyYMg2,4
DyYRh2,6
DyYTl2,5
DyYZn2,4
DyZn,3
DyZn12,2
DyZn2,6
DyZn3,7
DyZn5,3
DyZnCuAs2,1
DyZnGa,14
DyZnIn,8
DyZnNi,8
DyZnPO,2
DyZnPd,7
DyZnRh,9
DyZnRh2,3
DyZnSi,12
DyZnSn,9
DyZrF7,3
DyZrRu2,3
DyZrSb,5
Er,19
Er(Al2Cr)4,1
Er(Al2Cu)4,1
Er(Al2Fe)4,1
Er(Al2Mo)2,1
Er(AlC)3,1
Er(AlCr)6,1
Er(AlCu)6,2
Er(AlFe)6,1
Er(AlFe2)4,1
Er(AlGe)2,2
Er(AlSi)2,2
Er(BC)2,4
Er(BIr)4,3
Er(BRh)4,3
Er(BiO2)3,3
Er(Co2B)6,1
Er(Co2Ge)2,1
Er(Co5Mo)2,1
Er(CoB)2,3
Er(CoB)4,3
Er(CoGe)2,2
Er(CoGe)6,2
Er(CoSi)2,1
Er(CrFe5)2,1
Er(CrGe)6,1
Er(CuO2)2,2
Er(CuS)3,2
Er(CuSi)2,1
Er(CuTe)3,2
Er(Fe2Ge)2,3
Er(Fe5Mo)2,1
Er(Fe5Re)2,1
Er(Fe5Si)2,1
Er(FeB)2,2
Er(FeGe)2,1
Er(FeGe)6,3
Er(FeSi)2,2
Er(GaCo)6,1
Er(GaFe)6,2
Er(GeRh)2,2
Er(GeRu)2,2
Er(HO)3,1
Er(MnAl)6,1
Er(MnAl2)4,1
Er(MnGe)2,2
Er(MnGe)6,3
Er(MnSi)2,1
Er(MnSn)6,4
Er(Mo3S4)2,1
Er(Mo3Se4)2,1
Er(Ni2As)2,1
Er(Ni2P)2,1
Er(NiB)2,4
Er(NiGe)2,2
Er(NiP)2,3
Er(PPd)2,2
Er(PRu)2,1
Er(ReO4)2,3
Er(SiAu)2,1
Er(SiIr)2,2
Er(SiNi)2,3
Er(SiOs)2,2
Er(SiPd)2,1
Er(SiPt)2,4
Er(SiRh)2,2
Er(SiRu)2,2
Er(TiGa2)2,1
Er(VFe5)2,1
Er(VGa2)2,1
Er(ZnP)3,1
Er10Ga5Co,1
Er12Co5Bi,1
Er12In3Fe2,1
Er2(B2Rh3)3,1
Er2(NiB2)3,1
Er2AgAu,5
Er2AgHg,4
Er2AgIr,4
Er2AgOs,3
Er2AgPt,6
Er2AgRu,4
Er2Al,8
Er2Al3Co,2
Er2Al3Cu,4
Er2Al3Ga,4
Er2Al3Ge4,1
Er2Al3Si2,2
Er2Al4CoGe2,1
Er2Al4NiGe2,1
Er2AlCd,4
Er2AlCo3,2
Er2AlCu,4
Er2AlFe3,2
Er2AlNi2,3
Er2AlSi,4
Er2AlSi2,4
Er2AlZn,4
Er2Au,4
Er2B4C,1
Er2BPd6,2
Er2BPt6,2
Er2BiO2,1
Er2C,6
Er2C(NO)2,1
Er2C3,1
Er2CdCu2,3
Er2CdGe2,1
Er2CdHg,3
Er2CdIn,3
Er2CdOs,4
Er2CdPd2,3
Er2CdS4,2
Er2Co3Cu,2
Er2Co3Ge5,2
Er2Co3Si5,2
Er2Co7,2
Er2CoGe2,2
Er2CoGe6,1
Er2CoIr,3
Er2CoSi2,2
Er2Cr2C3,2
Er2CrGe4,1
Er2Cu(GeO3)4,1
Er2Cu3Si,3
Er2CuAu,5
Er2CuGe6,1
Er2CuIr,5
Er2CuNi,7
Er2CuO4,2
Er2CuOs,4
Er2CuPd,7
Er2CuPt,6
Er2CuRu,3
Er2CuSi3,4
Er2Fe17C,1
Er2Fe2Si2C,1
Er2Fe3Cu,1
Er2FeC4,1
Er2FeSi2,2
Er2FeSi4,2
Er2Ga3Cu,5
Er2Ga3Ni,4
Er2Ga6Cu11,1
Er2Ga8Co,1
Er2Ga8Fe,1
Er2GaCo2,4
Er2GaCu,4
Er2GaNi2,4
Er2Ge2Ru,1
Er2Ge5,2
Er2Ge5Rh3,2
Er2Ge5Ru3,2
Er2Ge6Pd,1
Er2Ge6Pt,1
Er2GeRh3,2
Er2In,7
Er2In3Cu,3
Er2InAg,5
Er2InAu2,1
Er2InCu2,2
Er2InHg,6
Er2InNi2,3
Er2InPd2,3
Er2IrPd,5
Er2IrRh,4
Er2IrRu,3
Er2Mg,7
Er2Mg2Ru,1
Er2MgAl,4
Er2MgCd,4
Er2MgCu2,3
Er2MgGa,4
Er2MgGe2,1
Er2MgIn,5
Er2MgNi2,3
Er2MgOs,4
Er2MgS4,9
Er2MgSe4,7
Er2MgSi2,1
Er2MgTiO6,3
Er2MgTl,5
Er2MnC4,1
Er2MnGa3,2
Er2MnGe4,1
Er2MnS4,2
Er2Mo2C3,2
Er2Ni2Sn,3
Er2Ni7,3
Er2NiAs2,1
Er2NiGe6,1
Er2NiIr,3
Er2NiOs,4
Er2NiRu,3
Er2NiRuO6,2
Er2NiSn6,1
Er2O3,7
Er2OsC2,1
Er2OsPd,4
Er2Pd2Pb,2
Er2PdAu,7
Er2PdPt,6
Er2PdRh,4
Er2PdRu,3
Er2Pt,7
Er2PtAu,10
Er2Re2Si2C,1
Er2ReC2,1
Er2RuAu,3
Er2RuPt,3
Er2RuRh,4
Er2S2O,4
Er2S3,13
Er2SO2,4
Er2SbO2,1
Er2Se3,10
Er2SeO2,9
Er2Si2O7,4
Er2Si3,2
Er2Si4Mo3,1
Er2Si5Ni3,1
Er2Si5Rh3,1
Er2Si5Ru3,2
Er2SiGe,5
Er2SiRh3,2
Er2Sn5,2
Er2SnAu2,3
Er2Te3,7
Er2TeO2,4
Er2TeO6,5
Er2TeS2,2
Er2TiO5,5
Er2TlAg,3
Er2TlCd,5
Er2TlHg,7
Er2TlIn,7
Er2TlZn,4
Er2VFeO6,1
Er2Zn17,2
Er2ZnAg,3
Er2ZnAu,6
Er2ZnCu,5
Er2ZnGa,4
Er2ZnHg,4
Er2ZnIn,4
Er2ZnIr,5
Er2ZnOs,4
Er2ZnRu,5
Er2Zr2O7,3
Er3(Al2Fe)2,1
Er3(CoGe2)2,1
Er3(CuGe)4,2
Er3(CuSi)4,2
Er3(CuSn)4,1
Er3(FeGe)4,3
Er3(In2Co)2,2
Er3Al2,4
Er3Al3CoGe2,1
Er3Al3NiGe2,1
Er3AlC,2
Er3AlN,1
Er3Co,7
Er3Co11B4,1
Er3Co2Si3,2
Er3Co6Sn5,1
Er3CoSi3,1
Er3Cu3Sb4,1
Er3Fe2Ge3,1
Er3Fe2Si3,1
Er3FeGe3,2
Er3FeSi3,1
Er3Ga,6
Er3Ga2Ge3,2
Er3Ga8Ag3,1
Er3Ga8Au3,2
Er3Ga8Ir3,1
Er3Ga8Ni3,2
Er3Ga8Rh3,2
Er3Ga9Pt2,1
Er3GaO6,1
Er3GaS6,1
Er3Ge3Ru2,3
Er3Ge4,1
Er3In,9
Er3In5,3
Er3InN,2
Er3Ir,6
Er3Lu,8
Er3Mg,8
Er3Ni,7
Er3Ni13B2,1
Er3Ni2,3
Er3Os,7
Er3P4Pd7,1
Er3Pb,4
Er3Pd2,3
Er3Pd4,2
Er3Pt,6
Er3Pt4,2
Er3Rh,7
Er3Ru,7
Er3Ru2,5
Er3RuI3,1
Er3S2OF3,1
Er3S3OF,1
Er3Sb4Au3,1
Er3Sc2S7,2
Er3ScS6,4
Er3Si3Ni,2
Er3Sn,6
Er3Sn7,2
Er3Tl2Cu5S8,1
Er3Tl5,3
Er3Tm,28
Er4CdS7,1
Er4CoSn8,1
Er4CrS7,1
Er4CrSe7,1
Er4Cu5P7,1
Er4CuGe8,1
Er4Ga12Ni,1
Er4Ga12Pd,1
Er4Ga12Pt,1
Er4Ge6Ir7,1
Er4Ge6Os7,1
Er4Ge6Rh7,1
Er4I5,1
Er4In(NiGe2)2,1
Er4MgS7,1
Er4MnGe8,1
Er4MnS7,1
Er4Ni2C5,1
Er4NiSn8,1
Er4OsBr4,1
Er4Sb3,2
Er4SiNi3,1
Er4Zr3O12,2
Er5(CoTe)2,2
Er5(GeSb)2,1
Er5(MoO6)2,1
Er5(NiTe)2,2
Er5(ReO6)2,1
Er5(SiSb)2,1
Er5BiAu2,2
Er5BiPd2,1
Er5BiPt2,1
Er5CuPb3,1
Er5Ga2As,1
Er5Ga3,3
Er5Ge3,2
Er5Ge3C,1
Er5In3,4
Er5InNi2,1
Er5Ir2,1
Er5Ir3,2
Er5Mg,6
Er5Ni2Bi,1
Er5Ni2Sb,1
Er5NiPb3,1
Er5Pb3,2
Er5Pt3,3
Er5Re2C7,1
Er5Rh3,3
Er5Ru2,2
Er5S7,1
Er5Sb3,2
Er5SbAu2,1
Er5SbPd2,1
Er5SbPt2,1
Er5Si3,2
Er5Si3C,1
Er5Sn3,2
Er5Tl3,3
Er6Al2Ge7,1
Er6Co2Sn,1
Er6CoBi2,3
Er6CoBr10,1
Er6CoTe2,1
Er6FeBi2,2
Er6FeSb2,2
Er6GaCo2,1
Er6GaNi2,1
Er6I7,1
Er6InCo2,1
Er6IrI10,1
Er6MnBi2,1
Er6MnSb2,1
Er6MnTe2,1
Er6Ni2Sn,1
Er6NiI10,1
Er6Te2Ru,1
Er7(AgTe)2,2
Er7(NiTe)2,2
Er7(TeIr)2,2
Er7(TePd)2,2
Er7(TePt)2,1
Er7(TeRh)2,2
Er7CoI12,1
Er7FeI12,1
Er7IrI12,1
Er7Rh3,1
ErAg,4
ErAg(PSe3)2,1
ErAg2,4
ErAg3,6
ErAgGe,9
ErAgHg2,5
ErAgPb,9
ErAgS2,9
ErAgSe2,12
ErAgSn,11
ErAgSn2,3
ErAgTe2,6
ErAl,7
ErAl2,8
ErAl2Ni,4
ErAl3,10
ErAl3(BO3)4,2
ErAl3Ni2,5
ErAl4Ge2Au,1
ErAl4Ni,3
ErAl7Fe5,1
ErAlAg2,4
ErAlAu,11
ErAlCo,8
ErAlCu,7
ErAlCu4,3
ErAlFe,10
ErAlGa,7
ErAlGe,7
ErAlNi,10
ErAlNi4,4
ErAlO3,7
ErAlPd,7
ErAlPt,5
ErAlSi,8
ErAlZn,16
ErAs,4
ErAsO4,3
ErAsPd,9
ErAsPt,7
ErAsS,4
ErAsSe,4
ErAu,6
ErAu2,6
ErAu3,8
ErAu4,2
ErB12,1
ErB2,3
ErB2Ir3,2
ErB2Os,3
ErB2Rh2C,1
ErB2Rh3,1
ErB2Ru,2
ErB2Ru3,1
ErB3Mo,2
ErB4,3
ErB4(IrRh)2,1
ErB6,2
ErBO3,8
ErBPd2Rh,1
ErBRh3,1
ErBi,4
ErBi2BrO4,1
ErBi2ClO4,1
ErBi2IO4,1
ErBiO3,6
ErBiPd,7
ErBiPt,3
ErBiRh,8
ErBrO,7
ErC2,2
ErCd,2
ErCd2,6
ErCd3,7
ErCdAg2,4
ErCdAu,7
ErCdAu2,4
ErCdCu4,1
ErCdGa,8
ErCdHg2,4
ErCdIn,12
ErCdNi4,1
ErCdPd2,4
ErCdPt2,4
ErCdRh2,4
ErCl3,8
ErCo2,9
ErCo2(B2Rh)2,1
ErCo3,5
ErCo3B2,3
ErCo3Ge2,3
ErCo3Ni2,2
ErCo3Si2,2
ErCo4B,2
ErCoC,5
ErCoC2,4
ErCoGe,10
ErCoGe2,5
ErCoNi,4
ErCoRu,3
ErCoSi,6
ErCoSi2,4
ErCoSi3,2
ErCoSn,9
ErCoSn2,4
ErCr2Si2C,1
